"x","y","shape"
-0.803739264931451,-0.853052609097935,1
0.852850728148773,0.367618436999606,1
0.927179506105653,-0.274902437566225,1
-0.752626056626365,-0.511565170496435,1
0.706846224294882,0.81067919693492,1
1.0346985222527,0.394655023166806,1
-0.475845197699957,0.989760805249143,1
-0.460301566967151,-0.858997792847955,1
-0.680301544955355,-0.66149481321353,1
-1.03196929988978,-0.0219935446644728,1
-0.242498372239704,-1.05033275558452,1
-0.892258364269624,-0.339169233215386,1
-0.802034403520755,-0.77416776747668,1
-0.0471955691399568,-1.01613798584755,1
1.19470426661764,-0.269002460987329,1
-0.221487390175705,-0.919131895891675,1
-0.410475320013416,0.964479004794388,1
-0.838935270223631,-0.407979035023443,1
-0.889147510805223,0.614016108166731,1
0.905564127260602,0.184568396547991,1
-0.00579485156131487,-0.884430709419748,1
-0.703810394965576,0.54749249234897,1
-1.07081570617814,-0.158982746612178,1
1.00723761879231,0.385175352050115,1
-0.584861589344916,0.700117705614835,1
-0.881140152628223,-0.0118887593850608,1
0.326995042961589,0.998908556122335,1
-1.04762113766461,0.118543573060775,1
-0.119960489461039,-1.03541072663439,1
-0.785532935689462,0.713418469247788,1
0.64626878403344,-0.643552160711392,1
-0.224939369705449,-0.883275717806866,1
-0.719297745948344,-1.0133377180508,1
-0.495498158632031,-0.919302400100962,1
-0.865554333876342,-0.255682821707783,1
-0.480275760487044,0.734425872156833,1
-0.574924098976696,0.640987738716475,1
-0.859579849898589,0.494432339322621,1
-0.282655199168274,-0.863595305793604,1
-1.00650023359492,-0.0214167241791648,1
0.785112376070748,0.312774805168509,1
-0.978886770481908,-0.0926920873922548,1
-1.02299946005987,0.32412276782844,1
-0.244125143172437,-0.976346931712131,1
-0.638082460824449,-0.762434476965052,1
-0.704895634788548,0.689572542922241,1
-0.968406055714076,0.298019352526732,1
-1.08602264565593,-0.289435663047736,1
-0.759840322224788,0.59145342429678,1
-0.417135393926011,0.931121521098711,1
-0.994615580869019,0.365414202012519,1
-0.335460820621538,0.910485656275386,1
-0.781787666841366,0.788850198307451,1
-0.788195033781885,-0.382897530723648,1
-0.296723291456035,1.06271902562954,1
0.603422610800918,-0.833291344571032,1
0.761733476790422,-0.646470923337219,1
-0.574894761947336,-0.783449574962227,1
0.892144089551772,-0.216737656126802,1
-0.500668927396244,0.863406458649768,1
0.935075807447338,0.0982503659673027,1
1.00445878508516,-0.157533422985375,1
-0.199669627149437,1.05929724693854,1
-0.788029457098908,0.549092169063638,1
-0.0153348182272421,-0.908054285092611,1
0.924897158747716,-0.488598758672284,1
-0.481627522180626,-0.91874824336428,1
0.727050931431506,-0.715847173439532,1
0.636964049749916,-0.682374393449365,1
0.900493355216177,-0.616703059933353,1
0.000894185673965336,0.836135739105192,1
-0.5425222885331,0.875890711251284,1
